SubjectCode,Triplet,Rep,RedJade Code A,roleA,RedJade Code B,roleB,Roles,Perceptual Distance,Structural Distance
P11,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,60.03816286,0.84
P11,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,15.23943569,0.5555555555555556
P11,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,71.07522916,0.7916666666666666
P11,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,77.26990164,0.84
P11,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,88.14086566,0.5555555555555556
P11,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,92.88983206,0.7916666666666666
P13,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,107.9521236,0.84
P13,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,82.0836555,0.5555555555555556
P13,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,71.52384288,0.7916666666666666
P14,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,111.2889662,0.84
P14,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,24.72420069,0.5555555555555556
P14,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,106.4914781,0.7916666666666666
P14,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,100.5330682,0.84
P14,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,23.47790664,0.5555555555555556
P14,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,112.7889414,0.7916666666666666
P19,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,92.07638677,0.84
P19,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,87.88903231,0.5555555555555556
P19,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,131.7057364,0.7916666666666666
P19,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,88.70000225,0.84
P19,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,131.6856807,0.5555555555555556
P19,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,92.8247063,0.7916666666666666
P2,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,100.3032303,0.84
P2,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,116.0896834,0.5555555555555556
P2,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,40.88706641,0.7916666666666666
P2,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,12.38048868,0.84
P2,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,103.3048866,0.5555555555555556
P2,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,109.2640403,0.7916666666666666
P23,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,91.12760504,0.84
P23,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,90.78445021,0.5555555555555556
P23,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,64.90007704,0.7916666666666666
P25,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,82.66675753,0.84
P25,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,79.41936917,0.5555555555555556
P25,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,78.77929804,0.7916666666666666
P25,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,8.690972328,0.84
P25,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,13.97290235,0.5555555555555556
P25,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,13.67178847,0.7916666666666666
P26,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,128.5072177,0.84
P26,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,57.2808598,0.5555555555555556
P26,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,94.41338941,0.7916666666666666
P26,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,125.7147732,0.84
P26,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,25.32230637,0.5555555555555556
P26,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,107.1612887,0.7916666666666666
P27,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,4.500399982,0.84
P27,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,121.3868345,0.5555555555555556
P27,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,118.1753358,0.7916666666666666
P27,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,44.13557522,0.84
P27,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,46.47209916,0.5555555555555556
P27,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,52.67287158,0.7916666666666666
P28,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,73.97766149,0.84
P28,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,84.0418491,0.5555555555555556
P28,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,30.36319483,0.7916666666666666
P28,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,24.10983202,0.84
P28,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,57.24529413,0.5555555555555556
P28,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,49.46666049,0.7916666666666666
P31,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,95.85521634,0.84
P31,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,97.51535776,0.5555555555555556
P31,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,85.44885312,0.7916666666666666
P31,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,41.8664854,0.84
P31,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,118.689904,0.5555555555555556
P31,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,76.96716508,0.7916666666666666
P32,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,17.46894673,0.84
P32,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,6.67835309,0.5555555555555556
P32,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,14.59350883,0.7916666666666666
P32,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,53.57401796,0.84
P32,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,69.03465941,0.5555555555555556
P32,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,47.39976793,0.7916666666666666
P5,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,35.360403,0.84
P5,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,59.03921493,0.5555555555555556
P5,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,94.39775633,0.7916666666666666
P5,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,98.748161,0.84
P5,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,115.3147224,0.5555555555555556
P5,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,16.56980688,0.7916666666666666
P6,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,27.48686959,0.84
P6,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,30.92107372,0.5555555555555556
P6,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,21.87873854,0.7916666666666666
P6,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,22.64624693,0.84
P6,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,31.29035155,0.5555555555555556
P6,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,24.47320167,0.7916666666666666
P9,103 583 861,2,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,85.92765795,0.84
P9,103 583 861,2,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,71.79759119,0.5555555555555556
P9,103 583 861,2,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,48.53323088,0.7916666666666666
P9,103 583 861,1,GUO,anchor,ZHN,struct_cliff,anchor.to.struct_cliff,18.25425978,0.84
P9,103 583 861,1,GUO,anchor,HSX,label_cliff,anchor.to.label_cliff,70.11757911,0.5555555555555556
P9,103 583 861,1,ZHN,struct_cliff,HSX,label_cliff,struct_cliff.to.label_cliff,53.16902952,0.7916666666666666
P1,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,90.7423804,0.7647058823529411
P1,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,116.0028952,0.5483870967741935
P1,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,38.97458274,0.8048780487804879
P1,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,67.07844736,0.7647058823529411
P1,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,129.4362874,0.5483870967741935
P1,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,62.6021613,0.8048780487804879
P10,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,5.789758199,0.7647058823529411
P10,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,44.22705281,0.5483870967741935
P10,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,43.24438114,0.8048780487804879
P10,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,13.98966762,0.7647058823529411
P10,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,61.01032699,0.5483870967741935
P10,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,59.68154489,0.8048780487804879
P11,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,17.91384939,0.7647058823529411
P11,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,81.71094969,0.5483870967741935
P11,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,98.97717363,0.8048780487804879
P11,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,20.90659465,0.7647058823529411
P11,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,72.89478514,0.5483870967741935
P11,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,88.42773886,0.8048780487804879
P13,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,78.16139712,0.7647058823529411
P13,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,109.5397033,0.5483870967741935
P13,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,75.86973178,0.8048780487804879
P14,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,87.57684169,0.7647058823529411
P14,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,82.07805675,0.5483870967741935
P14,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,119.1257193,0.8048780487804879
P14,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,94.3985556,0.7647058823529411
P14,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,109.2752236,0.5483870967741935
P14,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,29.16710476,0.8048780487804879
P19,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,55.15502697,0.7647058823529411
P19,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,122.7832094,0.5483870967741935
P19,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,101.5448398,0.8048780487804879
P19,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,15.84934699,0.7647058823529411
P19,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,132.2290293,0.5483870967741935
P19,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,118.2484588,0.8048780487804879
P2,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,67.0668219,0.7647058823529411
P2,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,101.4672213,0.5483870967741935
P2,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,100.201477,0.8048780487804879
P2,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,34.55105498,0.7647058823529411
P2,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,106.8418462,0.5483870967741935
P2,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,79.31775652,0.8048780487804879
P23,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,89.82900478,0.7647058823529411
P23,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,75.93313374,0.5483870967741935
P23,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,95.2009585,0.8048780487804879
P25,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,62.8575254,0.7647058823529411
P25,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,80.23669298,0.5483870967741935
P25,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,84.27307162,0.8048780487804879
P25,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,84.35604128,0.7647058823529411
P25,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,91.96984832,0.5483870967741935
P25,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,49.66822425,0.8048780487804879
P26,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,91.7434886,0.7647058823529411
P26,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,128.6822323,0.5483870967741935
P26,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,65.74012625,0.8048780487804879
P26,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,50.16003589,0.7647058823529411
P26,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,126.0020206,0.5483870967741935
P26,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,95.70150678,0.8048780487804879
P27,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,26.94081847,0.7647058823529411
P27,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,71.96142369,0.5483870967741935
P27,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,45.03999334,0.8048780487804879
P27,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,70.98858852,0.7647058823529411
P27,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,121.637153,0.5483870967741935
P27,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,50.70042702,0.8048780487804879
P28,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,77.01693126,0.7647058823529411
P28,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,78.9142446,0.5483870967741935
P28,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,90.9308666,0.8048780487804879
P28,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,91.16833935,0.7647058823529411
P28,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,83.8547518,0.5483870967741935
P28,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,68.92005876,0.8048780487804879
P31,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,83.79922732,0.7647058823529411
P31,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,82.00736796,0.5483870967741935
P31,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,9.653667697,0.8048780487804879
P31,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,84.82925969,0.7647058823529411
P31,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,115.4543867,0.5483870967741935
P31,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,31.41105697,0.8048780487804879
P32,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,20.45816463,0.7647058823529411
P32,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,61.29418406,0.5483870967741935
P32,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,65.2994219,0.8048780487804879
P32,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,38.37437296,0.7647058823529411
P32,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,19.68717603,0.5483870967741935
P32,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,54.52522719,0.8048780487804879
P5,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,29.2965015,0.7647058823529411
P5,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,122.6160389,0.5483870967741935
P5,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,93.40970613,0.8048780487804879
P5,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,16.43140895,0.7647058823529411
P5,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,121.5610209,0.5483870967741935
P5,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,105.2375038,0.8048780487804879
P6,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,37.37384246,0.7647058823529411
P6,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,48.38996797,0.5483870967741935
P6,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,62.68115905,0.8048780487804879
P6,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,12.66066744,0.7647058823529411
P6,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,63.6119242,0.5483870967741935
P6,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,51.72395383,0.8048780487804879
P9,038 056 848,2,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,47.84567901,0.7647058823529411
P9,038 056 848,2,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,92.25437496,0.5483870967741935
P9,038 056 848,2,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,82.79944505,0.8048780487804879
P9,038 056 848,1,JIR,anchor,MAR,struct_cliff,anchor.to.struct_cliff,22.98401619,0.7647058823529411
P9,038 056 848,1,JIR,anchor,CIX,label_cliff,anchor.to.label_cliff,64.40758418,0.5483870967741935
P9,038 056 848,1,MAR,struct_cliff,CIX,label_cliff,struct_cliff.to.label_cliff,47.67146421,0.8048780487804879
P1,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,107.4262635,0.8333333333333334
P1,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,107.4262635,0.8333333333333334
P1,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,94.11005313,0.5294117647058824
P1,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,94.11005313,0.5294117647058824
P1,165 538 703,2,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,103.3225397,0.8387096774193549
P1,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,83.28260923,0.8333333333333334
P1,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,83.28260923,0.8333333333333334
P1,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,131.7772461,0.5294117647058824
P1,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,131.7772461,0.5294117647058824
P1,165 538 703,1,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,48.58464778,0.8387096774193549
P10,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,43.87131751,0.8333333333333334
P10,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,43.87131751,0.8333333333333334
P10,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,35.13507222,0.5294117647058824
P10,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,35.13507222,0.5294117647058824
P10,165 538 703,2,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,35.59404726,0.8387096774193549
P10,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,40.52065276,0.8333333333333334
P10,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,40.52065276,0.8333333333333334
P10,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,26.79317077,0.5294117647058824
P10,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,26.79317077,0.5294117647058824
P10,165 538 703,1,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,49.1482665,0.8387096774193549
P11,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,53.6901341,0.8333333333333334
P11,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,53.6901341,0.8333333333333334
P11,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,60.42692446,0.5294117647058824
P11,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,60.42692446,0.5294117647058824
P11,165 538 703,2,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,19.72513371,0.8387096774193549
P11,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,51.39052442,0.8333333333333334
P11,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,51.39052442,0.8333333333333334
P11,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,68.36413387,0.5294117647058824
P11,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,68.36413387,0.5294117647058824
P11,165 538 703,1,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,70.7750521,0.8387096774193549
P13,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,87.22153461,0.8333333333333334
P13,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,87.22153461,0.8333333333333334
P13,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,84.24282284,0.5294117647058824
P13,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,84.24282284,0.5294117647058824
P13,165 538 703,1,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,34.25037372,0.8387096774193549
P14,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,38.15237083,0.8333333333333334
P14,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,38.15237083,0.8333333333333334
P14,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,108.1102275,0.5294117647058824
P14,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,108.1102275,0.5294117647058824
P14,165 538 703,2,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,97.68567193,0.8387096774193549
P14,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,94.71332008,0.8333333333333334
P14,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,94.71332008,0.8333333333333334
P14,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,115.9231556,0.5294117647058824
P14,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,115.9231556,0.5294117647058824
P14,165 538 703,1,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,33.61483304,0.8387096774193549
P19,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,95.96921694,0.8333333333333334
P19,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,95.96921694,0.8333333333333334
P19,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,105.4396747,0.5294117647058824
P19,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,105.4396747,0.5294117647058824
P19,165 538 703,2,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,21.94022789,0.8387096774193549
P19,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,131.2958072,0.8333333333333334
P19,165 538 703,1,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,131.2958072,0.8333333333333334
P19,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,111.2118523,0.5294117647058824
P19,165 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,111.2118523,0.5294117647058824
P19,165 538 703,1,SOE,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,31.36019292,0.8387096774193549
P2,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,111.8614469,0.8333333333333334
P2,165 538 703,2,WHI,anchor,SOE,struct_cliff,anchor.to.struct_cliff,111.8614469,0.8333333333333334
P2,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,104.4064864,0.5294117647058824
P2,165 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,104.4064864,0.5294117647058824
